time/total_timesteps,train/n_updates,train/entropy_loss,train/value_loss,time/fps,rollout/ep_rew_mean,train/explained_variance,time/time_elapsed,time/iterations,rollout/ep_len_mean,train/learning_rate,train/policy_loss
500,119899,-0.25498026609420776,0.00020246239728294313,1281,212.0,0.8402963876724243,0,100,212.0,0.001,0.0020005861297249794
1000,119999,-0.01718715950846672,0.0004350702802184969,1255,195.8,-11.116990089416504,0,200,195.8,0.001,-7.087078120093793e-05
500,120099,-0.1432824432849884,0.0001173390046460554,1302,173.0,0.9855670928955078,0,100,173.0,0.001,0.0003009639331139624
1000,120199,-0.13227565586566925,0.0001107446732930839,1296,174.0,0.9760888814926147,0,200,174.0,0.001,0.012445475906133652
500,120299,-0.2375435084104538,0.00016650975157972425,1238,177.0,0.9911591410636902,0,100,177.0,0.001,0.0062708123587071896
1000,120399,-0.02090451493859291,0.00017692151595838368,1301,161.66666666666666,0.5008928179740906,0,200,161.66666666666666,0.001,-1.9487764802761376e-05
500,120499,-0.2408553659915924,7.478520274162292e-07,1336,156.66666666666666,0.9897481799125671,0,100,156.66666666666666,0.001,-4.766928213939536e-06
1000,120599,-0.10880092531442642,0.000346918823197484,1329,161.66666666666666,-2.07332444190979,0,200,161.66666666666666,0.001,-0.00030913352384231985
500,120699,-0.3905802369117737,5.370471626520157e-05,1328,177.5,0.9891026616096497,0,100,177.5,0.001,0.0015328179579228163
1000,120799,-0.3296063244342804,0.0006136988522484899,1326,170.6,0.8931748270988464,0,200,170.6,0.001,0.011752964928746223
500,120899,-0.21333475410938263,5.978802073514089e-05,1366,196.0,0.9317840337753296,0,100,196.0,0.001,-0.0004641959094442427
1000,120999,-0.1032123938202858,7.624077989021316e-05,1378,186.6,0.7335387468338013,0,200,186.6,0.001,-0.00015101517783477902
500,121099,-0.4424808621406555,4.527229066297878e-06,1362,171.5,0.996091365814209,0,100,171.5,0.001,-0.00018089236982632428
1000,121199,-0.1686348170042038,0.001088924938812852,1349,166.0,0.7532273530960083,0,200,166.0,0.001,0.00874900072813034
500,121299,-0.1974545419216156,6.132142061687773e-06,1320,151.33333333333334,0.9144313335418701,0,100,151.33333333333334,0.001,0.0006713647162541747
1000,121399,-0.215755432844162,0.00012405921006575227,1347,160.5,0.5058202147483826,0,200,160.5,0.001,-0.001270149601623416
500,121499,-0.011848832480609417,0.0003183965163771063,1327,180.0,0.8237966895103455,0,100,180.0,0.001,7.295185696420958e-06
1000,121599,-0.339212030172348,0.00011227752838749439,1320,174.0,0.9688374400138855,0,200,174.0,0.001,-0.0019041405757889152
500,121699,-0.4712822437286377,2.1111907699378207e-05,1293,179.0,0.9961983561515808,0,100,179.0,0.001,0.0012482142774388194
1000,121799,-0.3464668393135071,8.475280083075631e-06,1311,172.4,0.9921194911003113,0,200,172.4,0.001,-6.189242412801832e-05
500,121899,-0.11091218143701553,9.152152051683515e-05,1351,200.0,-3.0337119102478027,0,100,200.0,0.001,-8.108052134048194e-05
1000,121999,-0.22493381798267365,3.6020435800310224e-05,1351,218.75,0.9148470759391785,0,200,218.75,0.001,0.002656686119735241
500,122099,-0.24065890908241272,0.00035573446075432,1317,440.0,-11.231078147888184,0,100,440.0,0.001,0.002446767408400774
1000,122199,-0.011694828048348427,0.00020522091654129326,1308,299.0,0.400432825088501,0,200,299.0,0.001,-0.00016488911933265626
500,122299,-0.2255687266588211,3.201998697477393e-05,1333,143.0,-8.117879867553711,0,100,143.0,0.001,2.9855757020413876e-05
1000,122399,-0.3777525722980499,0.011576126329600811,1326,321.5,0.7971141338348389,0,200,321.5,0.001,-0.028183892369270325
500,122499,-0.33153414726257324,0.003618511836975813,1359,500.0,-1.184145450592041,0,100,500.0,0.001,-0.019645925611257553
1000,122599,-0.19543306529521942,0.0003253663599025458,1347,500.0,-7.724880218505859,0,200,500.0,0.001,-0.012107872404158115
500,122699,-0.10662474483251572,1.3771816611551913e-06,1321,500.0,0.9717795848846436,0,100,500.0,0.001,1.758440339472145e-05
1000,122799,-0.2705937623977661,7.841806109354366e-06,1337,500.0,0.9470863342285156,0,200,500.0,0.001,0.0001016772584989667
500,122899,-0.13374324142932892,0.00015297152276616544,1320,500.0,-10.313713073730469,0,100,500.0,0.001,-0.007406252436339855
1000,122999,-0.14871999621391296,0.0004392981936689466,1326,500.0,-1.6039173603057861,0,200,500.0,0.001,0.0005324917729012668
500,123099,-0.23029537498950958,3.558080788934603e-05,1380,500.0,-7.227668762207031,0,100,500.0,0.001,-0.001496525015681982
1000,123199,-0.2695268988609314,8.415761112701148e-05,1367,500.0,-20.498647689819336,0,200,500.0,0.001,-0.0015036255354061723
500,123299,-0.25973519682884216,1.538525066280272e-05,1370,500.0,-25.21845054626465,0,100,500.0,0.001,3.9266786188818514e-05
1000,123399,-0.23855730891227722,1.8324795746593736e-05,1360,500.0,-4.730263710021973,0,200,500.0,0.001,2.787066114251502e-05
500,123499,-0.32372647523880005,1.5405577869387344e-05,1316,500.0,-5.824061393737793,0,100,500.0,0.001,-0.0005752326687797904
1000,123599,-1.0819888302648906e-05,0.02497684210538864,1336,500.0,-6.070755481719971,0,200,500.0,0.001,-1.8318355898827576e-07
500,123699,-0.17898684740066528,0.0003610648855101317,1334,307.0,-0.14156532287597656,0,100,307.0,0.001,0.0008261186303570867
1000,123799,-0.14698240160942078,3.969296926698007e-07,1327,316.6666666666667,0.7686622738838196,0,200,316.6666666666667,0.001,-1.789855377865024e-05
500,123899,-0.10205836594104767,8.394161341129802e-06,1284,339.0,0.9352258443832397,0,100,339.0,0.001,0.0018400277476757765
1000,123999,-0.1487228125333786,1.0209972742813989e-06,1305,325.3333333333333,0.9163853526115417,0,200,325.3333333333333,0.001,-3.527559238136746e-05
500,124099,-0.22842518985271454,2.452181615808513e-05,1368,298.0,-1.4663255214691162,0,100,298.0,0.001,-0.000479983224067837
1000,124199,-0.19143716990947723,1.6418158338638023e-05,1355,302.0,-34.26020050048828,0,200,302.0,0.001,-0.000543160189408809
500,124299,-0.2737411856651306,8.13780388853047e-06,1331,310.0,0.9015017151832581,0,100,310.0,0.001,0.00011528281174832955
1000,124399,-0.1196485385298729,3.001198592755827e-06,1336,304.3333333333333,0.8988530039787292,0,200,304.3333333333333,0.001,0.0011820571962743998
500,124499,-0.28941628336906433,2.318170118087437e-05,1343,296.0,0.9960020780563354,0,100,296.0,0.001,0.0011637916322797537
1000,124599,-0.274910032749176,3.689913864945993e-05,1372,275.6666666666667,0.9651904106140137,0,200,275.6666666666667,0.001,-0.001610726467333734
500,124699,-0.20562846958637238,5.248042361927219e-05,1329,238.5,-9.091412544250488,0,100,238.5,0.001,-0.0006573979626409709
1000,124799,-0.11137717962265015,1.2958771549165249e-06,1336,246.0,0.03148311376571655,0,200,246.0,0.001,-8.607314157416113e-06
500,124899,-0.236881285905838,2.6615593014867045e-05,1314,279.0,0.9894264340400696,0,100,279.0,0.001,0.0004266235919203609
1000,124999,-0.2503799796104431,5.055458677816205e-05,1322,261.0,0.9570741653442383,0,200,261.0,0.001,0.00017528689932078123
500,125099,-0.12943416833877563,1.4382879953700467e-06,1392,274.0,0.9997018575668335,0,100,274.0,0.001,3.8021775253582746e-05
1000,125199,-0.07391475141048431,6.10788129051798e-06,1359,278.0,0.9903801679611206,0,200,278.0,0.001,2.2153963072923943e-05
500,125299,-0.2734377980232239,6.0458423831732944e-05,1338,281.0,0.9888005256652832,0,100,281.0,0.001,-0.0017087329179048538
1000,125399,-0.17631962895393372,0.0005428942386060953,1353,312.6666666666667,-1.308058261871338,0,200,312.6666666666667,0.001,0.0037657958455383778
500,125499,-0.18153095245361328,1.5154399079619907e-05,1359,500.0,0.2128002643585205,0,100,500.0,0.001,3.700192246469669e-05
1000,125599,-0.16617579758167267,7.266744796652347e-05,1369,500.0,-39.5164794921875,0,200,500.0,0.001,-0.002650753129273653
500,125699,-0.18433977663516998,6.189193663885817e-05,1359,500.0,-1.701625108718872,0,100,500.0,0.001,-0.0005833558388985693
1000,125799,-0.19203820824623108,0.0001821089826989919,1323,500.0,-48.125980377197266,0,200,500.0,0.001,-0.005876866169273853
500,125899,-0.3123047351837158,1.8071033991873264e-05,1243,500.0,-54.57573699951172,0,100,500.0,0.001,-0.0009148262324742973
1000,125999,-0.22949114441871643,1.2015667380183004e-05,1256,500.0,-6.974236965179443,0,200,500.0,0.001,-0.0013774343533441424
500,126099,-0.24482829868793488,5.163780951988883e-05,1249,189.0,-81.01879119873047,0,100,189.0,0.001,0.00045035104267299175
1000,126199,-0.22070765495300293,4.3019874283345416e-05,1261,344.5,-120.39844512939453,0,200,344.5,0.001,0.0003776229568757117
500,126299,-0.13225242495536804,4.8080994019983336e-05,1229,500.0,-10.044666290283203,0,100,500.0,0.001,0.0001693650847300887
1000,126399,-0.33331042528152466,5.6630826293257996e-05,1226,500.0,-504.6636962890625,0,200,500.0,0.001,-0.0019846202339977026
500,126499,-0.14098846912384033,5.232960756984539e-05,1283,500.0,-1914.72216796875,0,100,500.0,0.001,-0.005453585647046566
1000,126599,-0.28804677724838257,2.5636330974521115e-05,1272,500.0,-22.295320510864258,0,200,500.0,0.001,-0.0010931394062936306
500,126699,-0.27453333139419556,2.9758026357740164e-05,1274,223.0,-12.317031860351562,0,100,223.0,0.001,-0.0011249228846281767
1000,126799,-0.24998314678668976,1.703422822174616e-05,1271,361.5,-113.60323333740234,0,200,361.5,0.001,3.5153811040800065e-05
500,126899,-0.2664525508880615,1.8021440837401315e-06,1284,500.0,-1.5586469173431396,0,100,500.0,0.001,-4.77040812256746e-05
1000,126999,-0.03192415088415146,8.159712706401478e-06,1259,500.0,-15.516721725463867,0,200,500.0,0.001,4.692521997640142e-06
500,127099,-0.1375919133424759,7.701256254222244e-05,1244,500.0,-35.091312408447266,0,100,500.0,0.001,6.817765097366646e-05
1000,127199,-0.21014611423015594,2.3753265850245953e-05,1230,500.0,-16.46810531616211,0,200,500.0,0.001,-0.00024263423983938992
500,127299,-0.16026385128498077,7.137991633499041e-05,1268,500.0,-12.701260566711426,0,100,500.0,0.001,6.9321627051976975e-06
1000,127399,-0.2983579933643341,3.4910546673927456e-05,1256,500.0,-5.599236011505127,0,200,500.0,0.001,-0.002587792929261923
500,127499,-0.2563956379890442,1.531877751403954e-05,1283,500.0,-6.209054470062256,0,100,500.0,0.001,-0.0005441477405838668
1000,127599,-0.11469415575265884,1.4916365216777194e-05,1262,500.0,-2.715512990951538,0,200,500.0,0.001,7.628495950484648e-06
500,127699,-0.147440105676651,1.869158586487174e-05,1245,500.0,-2.892181634902954,0,100,500.0,0.001,6.813301297370344e-05
1000,127799,-0.19269192218780518,3.0473398510366678e-05,1225,500.0,-10.949472427368164,0,200,500.0,0.001,-0.00017648017092142254
500,127899,-0.2678026556968689,3.459128856775351e-05,1257,500.0,-49.14400100708008,0,100,500.0,0.001,-0.00037848850479349494
1000,127999,-0.3418853282928467,1.293910918320762e-05,1249,500.0,-50.23320388793945,0,200,500.0,0.001,-0.0011706830700859427
500,128099,-0.06841454654932022,1.6062205759226345e-05,1240,500.0,-0.02857816219329834,0,100,500.0,0.001,3.954807834816165e-05
1000,128199,-0.2318403720855713,6.532168299600016e-06,1234,500.0,-5.674632549285889,0,200,500.0,0.001,0.0005561208818107843
500,128299,-0.2887237071990967,9.551690709486138e-06,1264,500.0,-8.77507495880127,0,100,500.0,0.001,-0.0006726047140546143
1000,128399,-0.14718744158744812,8.913106057661935e-07,1271,465.5,0.6539879441261292,0,200,465.5,0.001,2.8450060199247673e-05
500,128499,-0.15613549947738647,8.216348760470282e-06,1334,407.0,0.6375211477279663,0,100,407.0,0.001,0.0006383756408467889
1000,128599,-0.07058431208133698,7.720268513367046e-06,1318,453.5,-129.66375732421875,0,200,453.5,0.001,0.0005945746670477092
500,128699,-0.10162077099084854,9.982962865251466e-07,1282,500.0,0.7998492121696472,0,100,500.0,0.001,1.1535702242326806e-06
1000,128799,-0.16325363516807556,4.445104787009768e-05,1302,500.0,-1.898125171661377,0,200,500.0,0.001,0.002470891922712326
500,128899,-0.15151247382164001,0.0005672239349223673,1308,472.0,-181.75267028808594,0,100,472.0,0.001,-0.006883671972900629
1000,128999,-0.14488396048545837,0.00014138715050648898,1277,486.0,-6.463501453399658,0,200,486.0,0.001,-5.903820419916883e-05
500,129099,-0.1648281216621399,2.2675376385450363e-05,1235,464.0,-111.7747802734375,0,100,464.0,0.001,-0.0008190206135623157
1000,129199,-0.15411178767681122,5.6036362366285175e-05,1253,475.0,-8.84538459777832,0,200,475.0,0.001,0.00048247602535411716
500,129299,-0.2259882688522339,2.3186905764305266e-06,1319,500.0,0.9174458980560303,0,100,500.0,0.001,0.00010030953126261011
1000,129399,-0.15826663374900818,1.712122502794955e-05,1320,474.5,-21.549297332763672,0,200,474.5,0.001,-0.0007325879414565861
500,129499,-0.19847138226032257,3.132062192889862e-05,1328,500.0,-0.622270941734314,0,100,500.0,0.001,0.00031817780109122396
1000,129599,-0.13265389204025269,0.00046513136476278305,1314,492.5,-93.82048034667969,0,200,492.5,0.001,-0.000992884743027389
500,129699,-0.203861802816391,3.9993530663196e-05,1294,464.0,-0.4792616367340088,0,100,464.0,0.001,-1.2027638149447739e-05
1000,129799,-0.1871279627084732,5.40800374437822e-06,1320,482.0,-15.083089828491211,0,200,482.0,0.001,-0.00019209308084100485
500,129899,-0.07295636087656021,7.054663910821546e-06,1275,500.0,0.660218358039856,0,100,500.0,0.001,3.3550168154761195e-05
1000,129999,-0.14258408546447754,1.645598058530595e-05,1280,500.0,-4163.4716796875,0,200,500.0,0.001,-0.00021247898985166103
500,130099,-0.0363832525908947,0.0001114685001084581,1244,500.0,0.6016207337379456,0,100,500.0,0.001,5.068589234724641e-05
1000,130199,-0.08189888298511505,6.006134299241239e-06,1272,500.0,0.9521916508674622,0,200,500.0,0.001,-4.943668682244606e-05
500,130299,-0.15467841923236847,4.352035375632113e-06,1352,500.0,0.8583602905273438,0,100,500.0,0.001,-0.0001998735824599862
1000,130399,-0.2154180258512497,1.8568407540442422e-05,1371,500.0,-0.07242250442504883,0,200,500.0,0.001,0.00036229914985597134
500,130499,-0.12613169848918915,0.00014134649245534092,1323,500.0,-14.75064468383789,0,100,500.0,0.001,-0.000785112555604428
1000,130599,-0.13667835295200348,2.840859906427795e-06,1297,500.0,0.850527822971344,0,200,500.0,0.001,4.1853134462144226e-05
500,130699,-0.14831197261810303,1.6978825669866637e-06,1290,500.0,0.8185758590698242,0,100,500.0,0.001,-4.143593832850456e-05
1000,130799,-0.07876380532979965,8.530611921742093e-06,1299,500.0,0.5903973579406738,0,200,500.0,0.001,4.6622008085250854e-05
500,130899,-0.1604149043560028,3.2473822102474514e-06,1352,500.0,0.010830044746398926,0,100,500.0,0.001,-0.0010685573797672987
1000,130999,-0.14239197969436646,7.92997866483347e-07,1361,500.0,0.6587278842926025,0,200,500.0,0.001,-3.061375900870189e-05
500,131099,-0.08036912977695465,1.4991965713306854e-07,1309,500.0,0.8741766214370728,0,100,500.0,0.001,-4.848771823162679e-06
1000,131199,-0.01968354918062687,5.656154939970293e-07,1323,500.0,0.7874656319618225,0,200,500.0,0.001,-5.789759143226547e-07
500,131299,-0.02944222465157509,0.00046727611334063113,1347,485.0,-67.13489532470703,0,100,485.0,0.001,-0.00013106684491503984
1000,131399,-0.20949792861938477,0.00010565579577814788,1360,492.5,-3.473391532897949,0,200,492.5,0.001,0.002008278388530016
500,131499,-0.17052671313285828,3.264958650106564e-05,1382,500.0,0.19104862213134766,0,100,500.0,0.001,0.0019327622139826417
1000,131599,-0.21764174103736877,3.8615776247752365e-06,1358,500.0,0.411607563495636,0,200,500.0,0.001,-3.567139356164262e-05
500,131699,-0.24862265586853027,5743.11865234375,1398,493.0,0.00710296630859375,0,100,493.0,0.001,-55.022369384765625
1000,131799,-0.126264289021492,0.0007644937140867114,1341,494.0,-3.2253551483154297,0,200,494.0,0.001,0.0008097641402855515
500,131899,-0.14697334170341492,1.3501104149327148e-05,1367,500.0,0.7901463508605957,0,100,500.0,0.001,3.8773294363636523e-05
1000,131999,-0.26208654046058655,1.6862526308614179e-06,1349,500.0,0.9258235096931458,0,200,500.0,0.001,5.4394105973187834e-05
500,132099,-0.06129773333668709,0.0001655930100241676,1331,477.0,-4.394474983215332,0,100,477.0,0.001,-0.0001336826680926606
1000,132199,-0.06500981003046036,3.1244476303982083e-06,1352,477.0,-0.8601466417312622,0,200,477.0,0.001,-1.6179383237613365e-05
500,132299,-0.05071984604001045,0.0001259522687178105,1311,500.0,-6.659739971160889,0,100,500.0,0.001,5.5946229622350074e-06
1000,132399,-0.08281493932008743,6.65509287500754e-05,1309,500.0,-7325.2861328125,0,200,500.0,0.001,-0.00025730731431394815
500,132499,-0.01701897755265236,5.916343184253492e-07,1327,500.0,0.7894328236579895,0,100,500.0,0.001,-3.941722681588544e-08
1000,132599,-0.004477556794881821,4.210751649225131e-05,1318,500.0,-10.26611042022705,0,200,500.0,0.001,9.65584376899642e-07
500,132699,-0.08083894103765488,0.00020905010751448572,1352,500.0,-60.11680221557617,0,100,500.0,0.001,-0.00034248019801452756
1000,132799,-0.006221927236765623,0.0014158032136037946,1346,500.0,-0.5650382041931152,0,200,500.0,0.001,2.450800639053341e-05
500,132899,-0.2924227714538574,1.5839468403555657e-07,1369,500.0,-0.32180356979370117,0,100,500.0,0.001,-5.420564048108645e-05
1000,132999,-0.07479123026132584,2.922711473729578e-06,1353,500.0,0.4847031831741333,0,200,500.0,0.001,-2.4725013645365834e-05
