time/total_timesteps,train/n_updates,train/loss,time/fps,rollout/ep_rew_mean,rollout/exploration_rate,time/episodes,time/time_elapsed,rollout/ep_len_mean,train/learning_rate
307,147201,1.2538270950317383,2975,-108.22391725,0.6945427135678393,4,0,76.75,0.001
700,147299,4.1602606773376465,2279,-71.02251687500001,0.3035175879396985,8,0,87.5,0.001
287,147421,2.9721786975860596,2519,-95.297815,0.7144422110552764,4,0,71.75,0.001
700,147524,1.208390474319458,2125,-62.7090125,0.3035175879396985,8,0,87.5,0.001
398,147674,1.9324162006378174,2476,-153.87451725,0.604,4,0,99.5,0.001
436,147908,0.6851826906204224,2409,-95.62954475000001,0.5661909547738695,4,0,109.0,0.001
403,148125,2.4735968112945557,2433,-151.38654475,0.5990251256281407,4,0,100.75,0.001
350,148337,1.3315627574920654,2471,-78.46023,0.6517587939698493,4,0,87.5,0.001
751,148437,1.190556287765503,2065,-66.96386162499999,0.2527738693467336,8,0,93.875,0.001
405,148576,1.536829948425293,2196,-79.07576975,0.597035175879397,4,0,101.25,0.001
739,148659,0.9783413410186768,2052,-51.632714750000005,0.264713567839196,8,0,92.375,0.001
408,148801,0.6081728339195251,2407,-83.20813275,0.5940502512562815,4,0,102.0,0.001
384,149020,1.3972290754318237,2699,-75.14076925,0.617929648241206,4,0,96.0,0.001
762,149115,3.9126808643341064,2190,-59.233408125000004,0.2418291457286431,8,0,95.25,0.001
347,149236,0.8035299181938171,2448,-107.3690565,0.6547437185929649,4,0,86.75,0.001
776,149343,0.9599113464355469,2137,-65.430000875,0.2278994974874371,8,0,97.0,0.001
396,149473,0.7146461009979248,2344,-73.4947275,0.6059899497487438,4,0,99.0,0.001
788,149571,1.4473280906677246,2109,-49.235770375,0.21595979899497486,8,0,98.5,0.001
348,149686,3.3245224952697754,2587,-173.46130575,0.6537487437185929,4,0,87.0,0.001
720,149779,1.6790412664413452,2059,-108.70230550000001,0.2836180904522613,8,0,90.0,0.001
353,149913,6.071175575256348,2691,-112.04205950000001,0.6487738693467336,4,0,88.25,0.001
703,150000,0.6562210321426392,2191,-69.399757,0.3005326633165829,8,0,87.875,0.001
324,150130,3.2317075729370117,2507,-99.50728174999999,0.6776281407035176,4,0,81.0,0.001
893,150273,0.8820570111274719,2054,-43.726855875000005,0.11148743718592957,8,0,111.625,0.001
361,150365,0.6576198935508728,2419,-97.639392,0.6408140703517589,4,0,90.25,0.001
983,150520,0.6051672697067261,1981,-14.766167000000003,0.021939698492462356,8,0,122.875,0.001
357,150589,0.5673103332519531,2850,-80.53875925,0.6447939698492462,4,0,89.25,0.001
767,150691,2.954704999923706,2217,-47.127099,0.23685427135678383,8,0,95.875,0.001
284,150795,1.1566476821899414,3317,-72.5538045,0.7174271356783919,4,0,71.0,0.001
635,150883,1.6232845783233643,2306,-62.931418625,0.3681909547738693,8,0,79.375,0.001
412,151052,1.4449231624603271,2623,-96.18982875,0.5900703517587941,4,0,103.0,0.001
741,151135,0.8991768956184387,2188,-66.65402850000001,0.2627236180904523,8,0,92.625,0.001
423,151280,1.1047677993774414,1876,-99.52334175000001,0.5791256281407036,4,0,105.75,0.001
1000,151424,0.9205567240715027,1851,-20.872674375000003,0.01,8,0,125.0,0.001
363,151490,4.848628044128418,2579,-52.87485875000001,0.6388241206030152,4,0,90.75,0.001
419,151729,4.02811861038208,2326,-93.82075,0.5831055276381909,4,0,104.75,0.001
830,151832,1.357040524482727,2079,-49.51846925,0.1741708542713568,8,0,103.75,0.001
376,151943,0.693958580493927,2240,-74.11692000000001,0.6258894472361809,4,0,94.0,0.001
703,152025,1.4727827310562134,2057,-52.75710675,0.3005326633165829,8,0,87.875,0.001
344,152160,1.3466854095458984,2338,-91.097035,0.6577286432160805,4,0,86.0,0.001
755,152263,1.3957329988479614,2105,-59.09136425,0.2487939698492463,8,0,94.375,0.001
426,152406,3.0536646842956543,2254,-87.36963949999999,0.5761407035175881,4,0,106.5,0.001
822,152505,0.9100173711776733,2033,-47.7807055,0.1821306532663317,8,0,102.75,0.001
373,152618,1.5038752555847168,2184,-75.68012125,0.6288743718592965,4,0,93.25,0.001
680,152694,0.7680714726448059,2110,-57.645529374999995,0.32341708542713565,8,0,85.0,0.001
336,152833,2.368767499923706,2786,-141.10171350000002,0.6656884422110552,4,0,84.0,0.001
715,152928,1.02099609375,2189,-88.23639600000001,0.28859296482412067,8,0,89.375,0.001
312,153052,0.9520910978317261,2422,-80.609426,0.6895678391959799,4,0,78.0,0.001
630,153132,2.1203970909118652,2212,-67.76207487500001,0.3731658291457286,8,0,78.75,0.001
341,153285,1.4241836071014404,2610,-29.612121,0.660713567839196,4,0,85.25,0.001
693,153373,0.8109838962554932,2067,-29.406456125,0.3104824120603016,8,0,86.625,0.001
344,153510,1.984397530555725,2564,-87.57570750000001,0.6577286432160805,4,0,86.0,0.001
688,153596,0.9300259351730347,2217,-56.612691125000005,0.31545728643216087,8,0,86.0,0.001
368,153741,0.8048430681228638,2563,-69.4315265,0.6338492462311558,4,0,92.0,0.001
374,153968,0.8901402354240417,2563,-106.5411045,0.6278793969849246,4,0,93.5,0.001
766,154066,4.09465217590332,2144,-64.92073325,0.23784924623115578,8,0,95.75,0.001
352,154187,0.9385472536087036,2336,-85.87065700000001,0.6497688442211056,4,0,88.0,0.001
710,154277,2.862790822982788,2115,-61.2363795,0.29356783919597995,8,0,88.75,0.001
355,154413,1.490751028060913,2463,-105.019116,0.64678391959799,4,0,88.75,0.001
987,154571,1.2527486085891724,1942,-45.505748874999995,0.017959798994974907,8,0,123.375,0.001
991,154797,1.6026740074157715,1978,-28.177386250000005,0.013979899497487458,4,0,247.75,0.001
354,154863,1.881288766860962,2379,-105.57261025,0.6477788944723618,4,0,88.5,0.001
347,155086,0.7949616312980652,2526,-133.07245475,0.6547437185929649,4,0,86.75,0.001
727,155181,0.4352565407752991,2222,-78.71452087499999,0.2766532663316583,8,0,90.875,0.001
417,155329,2.418436288833618,2446,-94.74196675,0.5850954773869346,4,0,104.25,0.001
898,155449,4.8251142501831055,2116,-24.468796624999992,0.10651256281407029,8,0,112.25,0.001
417,155554,3.017951250076294,2349,-107.01222874999999,0.5850954773869346,4,0,104.25,0.001
769,155642,1.858532428741455,2056,-58.615322875000004,0.23486432160804016,8,0,96.125,0.001
294,155748,3.6745293140411377,2713,-114.24964125000001,0.7074773869346733,4,0,73.5,0.001
686,155846,1.2355791330337524,2182,-80.893364875,0.3174472361809044,8,0,85.75,0.001
406,156001,2.3448705673217773,2279,-83.0059225,0.5960402010050251,4,0,101.5,0.001
336,156208,2.2933311462402344,2604,-79.68457675,0.6656884422110552,4,0,84.0,0.001
778,156319,2.003857374191284,2151,-47.053527,0.22590954773869343,8,0,97.25,0.001
333,156433,1.0292577743530273,2399,-109.44959550000002,0.6686733668341709,4,0,83.25,0.001
311,156652,1.3204556703567505,2697,-123.4229365,0.6905628140703518,4,0,77.75,0.001
653,156738,5.437557697296143,2249,-78.20582,0.35028140703517585,8,0,81.625,0.001
353,156888,2.261121988296509,2285,-114.98362875000001,0.6487738693467336,4,0,88.25,0.001
325,157106,1.8758633136749268,2735,-138.96705525,0.6766331658291458,4,0,81.25,0.001
669,157192,5.202573299407959,2227,-108.578172,0.33436180904522605,8,0,83.625,0.001
299,157324,0.8782992959022522,2000,-139.05711399999998,0.7025025125628142,4,0,74.75,0.001
307,157551,2.2759902477264404,2823,-108.445829,0.6945427135678393,4,0,76.75,0.001
681,157645,1.1348720788955688,2064,-75.77400312500001,0.3224221105527637,8,0,85.125,0.001
322,157780,1.2277711629867554,2050,-65.941623,0.6796180904522613,4,0,80.5,0.001
696,157873,1.4568097591400146,2004,-52.7701555,0.30749748743718597,8,0,87.0,0.001
354,158013,0.7412532567977905,2402,-127.65147275,0.6477788944723618,4,0,88.5,0.001
788,158121,1.8719767332077026,2030,-62.638680375,0.21595979899497486,8,0,98.5,0.001
386,158246,1.7246789932250977,2541,-94.32207875,0.6159396984924623,4,0,96.5,0.001
971,158392,1.4590381383895874,2077,-33.47668175,0.03387939698492459,8,0,121.375,0.001
365,158466,1.9389103651046753,2344,-82.49468125,0.6368341708542713,4,0,91.25,0.001
738,158559,1.2042006254196167,2026,-45.170816875,0.2657085427135679,8,0,92.25,0.001
363,158690,2.0483012199401855,2349,-137.32368025,0.6388241206030152,4,0,90.75,0.001
949,158837,2.778599977493286,2016,-54.202608749999996,0.05576884422110562,8,0,118.625,0.001
435,158933,2.097921371459961,2367,-162.5939015,0.5671859296482411,4,0,108.75,0.001
792,159022,1.1192928552627563,1988,-75.16977225,0.2119798994974874,8,0,99.0,0.001
423,159155,0.7694615125656128,2570,-82.01776375,0.5791256281407036,4,0,105.75,0.001
346,159361,1.6051008701324463,2362,-154.1670455,0.6557386934673367,4,0,86.5,0.001
423,159605,3.7028372287750244,2236,-119.694772,0.5791256281407036,4,0,105.75,0.001
320,159804,0.8949102759361267,2539,-72.85664,0.681608040201005,4,0,80.0,0.001
657,159889,0.8257925510406494,2221,-44.938780375,0.3463015075376884,8,0,82.125,0.001
444,160060,1.8523707389831543,2601,-183.525841,0.5582311557788946,4,0,111.0,0.001
849,160162,1.1713905334472656,2166,-88.6235565,0.1552663316582915,8,0,106.125,0.001
381,160270,1.39679753780365,2531,-168.14662250000003,0.6209145728643215,4,0,95.25,0.001
980,160419,1.0816105604171753,2080,-60.45433175,0.02492462311557797,8,0,122.5,0.001
308,160476,3.039620876312256,2810,-163.621165,0.6935477386934673,4,0,77.0,0.001
690,160572,0.8182610273361206,2197,-107.26346112499999,0.3134673366834172,8,0,86.25,0.001
458,160739,4.992893695831299,2295,-148.78131050000002,0.5443015075376885,4,0,114.5,0.001
892,160847,1.15266752243042,1972,-81.658539875,0.11248241206030152,8,0,111.5,0.001
347,160936,0.45916616916656494,2715,-161.77982100000003,0.6547437185929649,4,0,86.75,0.001
737,161034,0.7113378643989563,2030,-98.21656675,0.26670351758793964,8,0,92.125,0.001
282,161145,1.6963591575622559,2629,-56.708856499999996,0.7194170854271356,4,0,70.5,0.001
659,161239,1.436830759048462,2168,-58.256798999999994,0.3443115577889446,8,0,82.375,0.001
404,161400,4.096654891967773,2374,-112.11648050000001,0.5980301507537689,4,0,101.0,0.001
316,161603,0.8474840521812439,2574,-123.87740500000001,0.6855879396984924,4,0,79.0,0.001
368,161841,2.341956615447998,2687,-83.6457315,0.6338492462311558,4,0,92.0,0.001
744,161935,1.9645766019821167,2088,-46.58970325,0.2597386934673367,8,0,93.0,0.001
333,162058,4.709897518157959,2493,-114.45294175000001,0.6686733668341709,4,0,83.25,0.001
876,162193,5.72653341293335,1976,-36.834230875,0.1284020100502512,8,0,109.5,0.001
369,162292,1.3246098756790161,2483,-75.43516525,0.632854271356784,4,0,92.25,0.001
967,162441,3.1224424839019775,2011,-17.113654125,0.03785929648241204,8,0,120.875,0.001
344,162510,0.7864995002746582,2459,-123.80089625000001,0.6577286432160805,4,0,86.0,0.001
758,162614,1.1728241443634033,2042,-79.190884375,0.24580904522613067,8,0,94.75,0.001
382,162745,0.7433516383171082,2431,-173.89679025,0.6199195979899497,4,0,95.5,0.001
937,162884,0.928595244884491,2040,-56.28452962499999,0.06770854271356774,8,0,117.125,0.001
416,162978,0.9807227849960327,2335,-101.83422325,0.5860904522613066,4,0,104.0,0.001
941,163110,0.5464357733726501,1949,-20.088557374999993,0.06372864321608052,8,0,117.625,0.001
401,163200,0.5540053844451904,2592,-159.79853075,0.6010150753768844,4,0,100.25,0.001
304,163400,3.4819412231445312,2436,-102.83293,0.6975276381909548,4,0,76.0,0.001
735,163508,1.4755089282989502,1941,-64.045651125,0.2686934673366834,8,0,91.875,0.001
319,163629,2.964405059814453,3045,-121.52888924999999,0.682603015075377,4,0,79.75,0.001
716,163728,1.0512279272079468,2194,-72.994480375,0.28759798994974883,8,0,89.5,0.001
409,163877,1.9124566316604614,2458,-135.68931700000002,0.5930552763819095,4,0,102.25,0.001
781,163970,1.532135009765625,1900,-76.32627125,0.2229246231155778,8,0,97.625,0.001
400,164099,1.6248571872711182,2401,-103.39119950000001,0.6020100502512562,4,0,100.0,0.001
809,164202,1.2165706157684326,2007,-51.4895305,0.19506532663316578,8,0,101.125,0.001
301,164300,0.8570413589477539,2383,-71.35602250000001,0.7005125628140705,4,0,75.25,0.001
675,164393,0.7557380199432373,2191,-57.997234375000005,0.32839195979899494,8,0,84.375,0.001
314,164528,1.3330110311508179,2542,-86.92502224999998,0.6875778894472361,4,0,78.5,0.001
732,164632,1.6035875082015991,2040,-49.540039125,0.27167839195979904,8,0,91.5,0.001
296,164748,0.6133816242218018,2552,-81.66656849999998,0.7054874371859297,4,0,74.0,0.001
383,164995,1.3055137395858765,2443,-75.11031375,0.6189246231155778,4,0,95.75,0.001
967,165141,1.9918946027755737,1983,-8.032408625000002,0.03785929648241204,8,0,120.875,0.001
386,165221,1.8747780323028564,1970,-71.6644265,0.6159396984924623,4,0,96.5,0.001
395,165448,1.8779853582382202,2535,-100.42967050000001,0.6069849246231156,4,0,98.75,0.001
805,165551,1.1413155794143677,1956,-50.26269225000001,0.19904522613065323,8,0,100.625,0.001
395,165673,1.0146831274032593,2194,-48.0218955,0.6069849246231156,4,0,98.75,0.001
377,165894,4.3333282470703125,2364,-90.52788100000001,0.6248944723618091,4,0,94.25,0.001
352,166112,0.6726442575454712,2489,-142.0262055,0.6497688442211056,4,0,88.0,0.001
368,166341,11.182357788085938,2496,-163.95973625,0.6338492462311558,4,0,92.0,0.001
805,166451,3.0630578994750977,2093,-83.1952815,0.19904522613065323,8,0,100.625,0.001
457,166589,4.355343341827393,2284,-99.3770385,0.5452964824120603,4,0,114.25,0.001
369,166792,1.1293755769729614,2226,-160.46403099999998,0.632854271356784,4,0,92.25,0.001
378,167019,1.4027279615402222,2340,-141.7806715,0.6238994974874372,4,0,94.5,0.001
736,167108,1.401070475578308,2075,-72.62278812499999,0.2676984924623116,8,0,92.0,0.001
295,167223,3.190912961959839,2468,-75.06756075,0.7064824120603016,4,0,73.75,0.001
354,167463,0.9422257542610168,2217,-189.81824400000002,0.6477788944723618,4,0,88.5,0.001
296,167673,2.3777096271514893,2814,-86.43513125,0.7054874371859297,4,0,74.0,0.001
719,167779,1.283337950706482,2202,-64.56642525000001,0.2846130653266332,8,0,89.875,0.001
418,167929,2.8971779346466064,2345,-201.33684875,0.584100502512563,4,0,104.5,0.001
815,168028,2.895137071609497,2077,-102.107422,0.18909547738693466,8,0,101.875,0.001
355,168138,1.7605581283569336,2863,-109.15863075,0.64678391959799,4,0,88.75,0.001
742,168235,1.9423366785049438,2157,-67.855387625,0.26172864321608036,8,0,92.75,0.001
421,168380,2.852449417114258,2176,-130.15208875000002,0.5811155778894472,4,0,105.25,0.001
869,168492,1.9006348848342896,1861,-55.4470475,0.13536683417085427,8,0,108.625,0.001
408,168601,4.086711406707764,2375,-88.5641175,0.5940502512562815,4,0,102.0,0.001
367,168816,1.1552115678787231,2334,-171.80708474999997,0.6348442211055276,4,0,91.75,0.001
395,169048,1.8423535823822021,2694,-104.51454575000001,0.6069849246231156,4,0,98.75,0.001
951,169187,0.6957888603210449,1985,-31.012238874999998,0.05377889447236184,8,0,118.875,0.001
382,169270,1.6852844953536987,2486,-150.24948975,0.6199195979899497,4,0,95.5,0.001
906,169401,6.806324005126953,1995,-48.80751525000001,0.09855276381909539,8,0,113.25,0.001
378,169494,0.5090951919555664,2439,-85.1442115,0.6238994974874372,4,0,94.5,0.001
894,169623,0.7216344475746155,2007,-24.044369999999997,0.11049246231155785,8,0,111.75,0.001
322,169705,2.4822802543640137,2725,-124.561545,0.6796180904522613,4,0,80.5,0.001
897,169849,3.05576229095459,1992,-37.08294037499999,0.10750753768844223,8,0,112.125,0.001
392,169947,0.5392926335334778,2397,-94.28179999999999,0.6099698492462311,4,0,98.0,0.001
431,170182,1.0549290180206299,2496,-82.91588525,0.5711658291457286,4,0,107.75,0.001
379,170394,0.5633343458175659,2112,-103.45863924999999,0.6229045226130654,4,0,94.75,0.001
764,170490,3.0642895698547363,1938,-56.343259625,0.23983919597989944,8,0,95.5,0.001
330,170607,1.8565312623977661,2368,-123.26132525,0.6716582914572864,4,0,82.5,0.001
970,170767,2.2687201499938965,1928,-31.334639749999997,0.03487437185929654,8,0,121.25,0.001
351,170837,1.3286516666412354,2438,-125.37921975,0.6507638190954774,4,0,87.75,0.001
759,170939,0.7859543561935425,2076,-69.78535062499999,0.24481407035175873,8,0,94.875,0.001
371,171067,2.84843373298645,2482,-119.3330225,0.6308643216080402,4,0,92.75,0.001
785,171171,2.1971447467803955,2022,-69.11956025,0.21894472361809048,8,0,98.125,0.001
414,171303,2.877509355545044,2251,-85.12915450000001,0.5880804020100503,4,0,103.5,0.001
953,171663,1.1926466226577759,1833,-30.923245,0.05178894472361817,4,0,238.25,0.001
896,171873,0.771694540977478,2040,-78.01296625,0.10850251256281407,4,0,224.0,0.001
394,171973,4.132283687591553,2554,-173.49802575,0.6079798994974874,4,0,98.5,0.001
996,172123,4.677794933319092,1982,-56.264248125,0.01,8,0,124.5,0.001
388,172196,2.067446708679199,2620,-124.88652675,0.6139497487437185,4,0,97.0,0.001
416,172428,2.199324369430542,2119,-110.52897150000001,0.5860904522613066,4,0,104.0,0.001
803,172525,0.6296310424804688,1925,-59.981694625,0.2010351758793969,8,0,100.375,0.001
409,172652,8.342315673828125,2462,-80.0885525,0.5930552763819095,4,0,102.25,0.001
409,172877,3.2668986320495605,2285,-127.236925,0.5930552763819095,4,0,102.25,0.001
329,173082,1.3584749698638916,2616,-92.80710800000001,0.6726532663316583,4,0,82.25,0.001
731,173182,0.5759817957878113,2064,-53.993912125,0.27267336683417087,8,0,91.375,0.001
352,173312,4.818594932556152,2235,-100.44705425,0.6497688442211056,4,0,88.0,0.001
948,173461,0.9220770597457886,1970,-38.400988874999996,0.05676381909547745,8,0,118.5,0.001
360,173539,1.6818140745162964,2633,-86.09011174999999,0.6418090452261307,4,0,90.0,0.001
739,173634,1.1280969381332397,2162,-55.985907250000004,0.264713567839196,8,0,92.375,0.001
370,173767,1.549352765083313,2504,-83.471471,0.6318592964824121,4,0,92.5,0.001
316,173978,0.5861905813217163,2404,-93.86863299999999,0.6855879396984924,4,0,79.0,0.001
667,174066,1.650339126586914,2032,-59.097159999999995,0.3363517587939697,8,0,83.375,0.001
306,174201,1.881202220916748,2481,-118.28881200000001,0.6955376884422111,4,0,76.5,0.001
328,174431,1.1622402667999268,2549,-187.54398325,0.6736482412060301,4,0,82.0,0.001
662,174515,2.122864007949829,2066,-106.506690625,0.3413266331658291,8,0,82.75,0.001
395,174673,2.1264779567718506,2419,-123.35565275,0.6069849246231156,4,0,98.75,0.001
383,174895,1.4958398342132568,2257,-71.72895675000001,0.6189246231155778,4,0,95.75,0.001
940,175034,0.7022172808647156,1939,-11.099789125000001,0.06472361809045224,8,0,117.5,0.001
356,175113,0.6442670822143555,2545,-162.13213775,0.645788944723618,4,0,89.0,0.001
711,175202,1.3757785558700562,2151,-96.4679515,0.2925728643216081,8,0,88.875,0.001
379,175344,1.6730014085769653,2349,-95.46789924999999,0.6229045226130654,4,0,94.75,0.001
750,175437,1.3050477504730225,2127,-53.90301087499999,0.25376884422110557,8,0,93.75,0.001
323,175555,3.9063401222229004,2336,-83.40408525000001,0.6786231155778895,4,0,80.75,0.001
986,175721,2.3796770572662354,1904,-31.095889375,0.01895477386934674,8,0,123.25,0.001
387,175796,2.9043989181518555,2480,-174.58765275000002,0.6149447236180905,4,0,96.75,0.001
977,175944,1.0279830694198608,2014,-72.57760525,0.027909547738693585,8,0,122.125,0.001
410,176027,1.3719191551208496,2414,-102.20314900000001,0.5920603015075377,4,0,102.5,0.001
307,176226,2.3814330101013184,2921,-178.1880205,0.6945427135678393,4,0,76.75,0.001
741,176335,4.228251934051514,2072,-107.60125775,0.2627236180904523,8,0,92.625,0.001
395,176473,1.3321861028671265,2381,-141.32262725,0.6069849246231156,4,0,98.75,0.001
305,176676,1.251714825630188,2727,-117.42955975000001,0.6965326633165829,4,0,76.25,0.001
696,176773,1.3392608165740967,2128,-71.23997825000001,0.30749748743718597,8,0,87.0,0.001
336,176908,1.9674582481384277,2401,-124.03598275,0.6656884422110552,4,0,84.0,0.001
700,176999,1.4598534107208252,2001,-66.697946,0.3035175879396985,8,0,87.5,0.001
301,177125,3.1817188262939453,2440,-85.1374945,0.7005125628140705,4,0,75.25,0.001
658,177214,1.2341362237930298,2100,-62.49712025,0.34530653266331657,8,0,82.25,0.001
352,177362,1.7270350456237793,2333,-74.32051550000001,0.6497688442211056,4,0,88.0,0.001
713,177453,1.2399661540985107,2022,-51.146318625,0.29058291457286434,8,0,89.125,0.001
316,177578,2.4282963275909424,2319,-143.95799649999998,0.6855879396984924,4,0,79.0,0.001
696,177673,1.3226566314697266,2095,-82.075168625,0.30749748743718597,8,0,87.0,0.001
299,177799,0.7232078909873962,2833,-158.122901,0.7025025125628142,4,0,74.75,0.001
599,177874,14.685052871704102,2303,-106.13173950000001,0.40401005025125636,8,0,74.875,0.001
343,178035,1.8629335165023804,2490,-128.5718495,0.6587236180904523,4,0,85.75,0.001
712,178127,2.7165918350219727,2073,-77.09969199999999,0.29157788944723617,8,0,89.0,0.001
369,178267,1.175547480583191,2195,-155.28128225,0.632854271356784,4,0,92.25,0.001
749,178362,3.764157772064209,2088,-95.80724975000001,0.2547638190954774,8,0,93.625,0.001
333,178483,1.7755988836288452,2707,-122.19419674999999,0.6686733668341709,4,0,83.25,0.001
939,178634,3.048757314682007,1996,-49.069790624999996,0.06571859296482419,8,0,117.375,0.001
324,178705,0.8017554879188538,2434,-90.59723875000002,0.6776281407035176,4,0,81.0,0.001
717,178804,2.2066657543182373,2105,-62.033707500000006,0.2866030150753769,8,0,89.625,0.001
431,178957,1.1248223781585693,2024,-87.02387575,0.5711658291457286,4,0,107.75,0.001
798,179049,2.04129695892334,1909,-47.279314375,0.20601005025125618,8,0,99.75,0.001
395,179173,2.431692361831665,2326,-91.916866,0.6069849246231156,4,0,98.75,0.001
968,179316,1.4014884233474731,1989,-24.368947374999998,0.03686432160804021,8,0,121.0,0.001
347,179386,1.5780975818634033,2370,-74.49768949999999,0.6547437185929649,4,0,86.75,0.001
742,179485,0.8309215903282166,2010,-39.25960499999999,0.26172864321608036,8,0,92.75,0.001
325,179606,4.411920547485352,2692,-65.91148475,0.6766331658291458,4,0,81.25,0.001
707,179701,0.6801533699035645,2274,-52.672948125000005,0.29655276381909557,8,0,88.375,0.001
424,179855,3.7253448963165283,2277,-70.79676750000002,0.5781306532663317,4,0,106.0,0.001
786,179946,2.939652681350708,1966,-44.569417625,0.21794974874371853,8,0,98.25,0.001
382,180070,1.2591216564178467,2532,-181.60868975000002,0.6199195979899497,4,0,95.5,0.001
348,180286,0.5116026401519775,2370,-89.18030325,0.6537487437185929,4,0,87.0,0.001
735,180383,0.7141834497451782,2140,-55.81488862500001,0.2686934673366834,8,0,91.875,0.001
325,180506,2.3760643005371094,2627,-154.23184275,0.6766331658291458,4,0,81.25,0.001
746,180611,3.5418648719787598,2100,-88.29041525,0.257748743718593,8,0,93.25,0.001
397,180749,0.9202547073364258,2356,-148.69121475000003,0.6049949748743719,4,0,99.25,0.001
776,180843,0.6518051028251648,2078,-82.456286375,0.2278994974874371,8,0,97.0,0.001
351,180962,0.6604258418083191,2275,-116.01470575,0.6507638190954774,4,0,87.75,0.001
783,181070,1.4209927320480347,1966,-57.606283999999995,0.22093467336683414,8,0,97.875,0.001
439,181209,1.7168083190917969,2384,-140.57775149999998,0.5632060301507538,4,0,109.75,0.001
373,181418,2.110269784927368,2439,-105.62725975000001,0.6288743718592965,4,0,93.25,0.001
355,181638,1.1326836347579956,2591,-132.81882375,0.64678391959799,4,0,88.75,0.001
774,181743,1.0897682905197144,1998,-71.97962050000001,0.22988944723618088,8,0,96.75,0.001
379,181869,2.4644768238067627,2368,-109.05545049999999,0.6229045226130654,4,0,94.75,0.001
786,181971,1.83600914478302,2087,-74.78869387499999,0.21794974874371853,8,0,98.25,0.001
307,182076,1.3819221258163452,2474,-93.287399,0.6945427135678393,4,0,76.75,0.001
684,182170,7.446826457977295,2073,-66.355892625,0.3194371859296481,8,0,85.5,0.001
320,182304,3.472892999649048,2247,-68.28909675,0.681608040201005,4,0,80.0,0.001
700,182399,3.3663885593414307,1989,-52.383986625,0.3035175879396985,8,0,87.5,0.001
349,182537,1.9230000972747803,2281,-151.37210425,0.6527537688442211,4,0,87.25,0.001
383,182770,1.2755472660064697,2416,-77.16899775,0.6189246231155778,4,0,95.75,0.001
760,182864,0.531550943851471,2155,-44.285977,0.243819095477387,8,0,95.0,0.001
367,182991,1.1947039365768433,2395,-143.061278,0.6348442211055276,4,0,91.75,0.001
380,183219,2.810225486755371,2289,-85.79849875000002,0.6219095477386936,4,0,95.0,0.001
767,183316,4.022650241851807,1975,-53.5461095,0.23685427135678383,8,0,95.875,0.001
294,183423,2.1334574222564697,2736,-140.95006374999997,0.7074773869346733,4,0,73.5,0.001
664,183515,1.8000812530517578,2123,-85.614699,0.33933668341708534,8,0,83.0,0.001
357,183664,3.9920387268066406,2314,-126.78089275,0.6447939698492462,4,0,89.25,0.001
699,183749,1.022079348564148,2039,-86.780232875,0.30451256281407046,8,0,87.375,0.001
324,183880,1.232664942741394,2818,-94.49337175,0.6776281407035176,4,0,81.0,0.001
658,183964,1.6402761936187744,2279,-54.004141374999996,0.34530653266331657,8,0,82.25,0.001
396,184123,1.558300495147705,2462,-95.15893125,0.6059899497487438,4,0,99.0,0.001
804,184225,0.5031388998031616,2149,-43.9154185,0.20004020100502518,8,0,100.5,0.001
377,184344,1.577075481414795,2381,-93.35690525000001,0.6248944723618091,4,0,94.25,0.001
738,184434,1.0494695901870728,2026,-71.80393487500001,0.2657085427135679,8,0,92.25,0.001
396,184573,0.7209447622299194,2556,-163.57901950000002,0.6059899497487438,4,0,99.0,0.001
314,184778,4.371887683868408,2651,-95.29272375,0.6875778894472361,4,0,78.5,0.001
310,185002,0.8313302993774414,2430,-138.35164774999998,0.6915577889447235,4,0,77.5,0.001
688,185096,1.4195743799209595,2122,-80.522880375,0.31545728643216087,8,0,86.0,0.001
375,185243,3.7654521465301514,2477,-71.71172175000001,0.6268844221105527,4,0,93.75,0.001
984,185395,0.5688220858573914,2031,-13.739744750000007,0.02094472361809041,8,0,123.0,0.001
382,185470,0.6650019884109497,2386,-141.219728,0.6199195979899497,4,0,95.5,0.001
740,185559,0.7330858707427979,2071,-83.1838505,0.26371859296482414,8,0,92.5,0.001
442,185710,0.8891181945800781,2441,-139.76227875,0.5602211055276383,4,0,110.5,0.001
914,185828,0.7517838478088379,2043,-51.786936625,0.0905929648241206,8,0,114.25,0.001
389,185922,0.9490854144096375,2408,-115.25481975,0.6129547738693467,4,0,97.25,0.001
385,186146,2.2925620079040527,2399,-70.78872575,0.6169346733668342,4,0,96.25,0.001
939,186284,2.663557767868042,2032,-12.902129374999998,0.06571859296482419,8,0,117.375,0.001
293,186348,2.8461036682128906,2526,-52.774879,0.7084723618090453,4,0,73.25,0.001
685,186446,15.209554672241211,2113,-44.12578625,0.31844221105527637,8,0,85.625,0.001
378,186594,1.1127116680145264,2420,-113.61492424999999,0.6238994974874372,4,0,94.5,0.001
365,186816,0.5536894798278809,2453,-131.06973399999998,0.6368341708542713,4,0,91.25,0.001
714,186903,1.2887732982635498,2158,-80.932102625,0.2895879396984925,8,0,89.25,0.001
423,187055,0.7240998148918152,2751,-124.8463275,0.5791256281407036,4,0,105.75,0.001
876,187168,1.094710111618042,2241,-81.53010562499999,0.1284020100502512,8,0,109.5,0.001
356,187263,1.4281822443008423,2912,-146.92334725,0.645788944723618,4,0,89.0,0.001
