rollout/exploration_rate,time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/n_updates,train/loss,train/learning_rate
0.6010150753768844,20,0,401,20.05,2906,20.05,3450,0.009574205614626408,0.001
0.5582311557788946,24,0,444,18.5,2880,18.5,3460,0.009903790429234505,0.001
0.5015175879396985,28,0,501,17.892857142857142,2697,17.892857142857142,3475,0.011471211910247803,0.001
0.4477889447236181,32,0,555,17.34375,2550,17.34375,3488,0.004114162642508745,0.001
0.35625125628140697,36,0,647,17.97222222222222,2440,17.97222222222222,3511,0.017146533355116844,0.001
0.3005326633165829,40,0,703,17.575,2378,17.575,3525,0.01419232040643692,0.001
0.24779899497487434,44,0,756,17.181818181818183,2253,17.181818181818183,3538,0.004706525709480047,0.001
0.18412060301507538,48,0,820,17.083333333333332,2284,17.083333333333332,3554,0.02028321474790573,0.001
0.13934673366834172,52,0,865,16.634615384615383,2214,16.634615384615383,3566,0.018175598233938217,0.001
0.08163819095477376,56,0,923,16.482142857142858,2271,16.482142857142858,3580,0.011804078705608845,0.001
0.03885427135678399,60,0,966,16.1,2205,16.1,3591,0.008493426255881786,0.001
0.915427135678392,4,0,85,21.25,7247,21.25,3600,0.011282023042440414,0.001
0.8378190954773869,8,0,163,20.375,3474,20.375,3615,0.01382782869040966,0.001
0.7641909547738693,12,0,237,19.75,2925,19.75,3634,0.009930377826094627,0.001
0.667678391959799,16,0,334,20.875,2976,20.875,3658,0.02227216400206089,0.001
0.5632060301507538,20,0,439,21.95,2455,21.95,3684,0.012827268801629543,0.001
0.48758793969849246,24,0,515,21.458333333333332,2493,21.458333333333332,3703,0.0071714045479893684,0.001
0.35525628140703525,28,0,648,23.142857142857142,2382,23.142857142857142,3736,0.01594800129532814,0.001
0.2995376884422112,32,0,704,22.0,2330,22.0,3750,0.007103432435542345,0.001
0.2418291457286431,36,0,762,21.166666666666668,2287,21.166666666666668,3765,0.009315903298556805,0.001
0.19606030150753762,40,0,808,20.2,2316,20.2,3776,0.005434023682028055,0.001
0.11845226130653264,44,0,886,20.136363636363637,2234,20.136363636363637,3796,0.013695865869522095,0.001
0.08064321608040204,48,0,924,19.25,2245,19.25,3805,0.01007299404591322,0.001
0.019949748743718576,52,0,985,18.942307692307693,2223,18.942307692307693,3821,0.013103906065225601,0.001
0.9323417085427135,4,0,68,17.0,306244774661193728,17.0,3825,0.01432313397526741,0.001
0.8109547738693468,8,0,190,23.75,3634,23.75,3847,0.015291685238480568,0.001
0.7233969849246231,12,0,278,23.166666666666668,2989,23.166666666666668,3869,0.0028790247160941362,0.001
0.6447939698492462,16,0,357,22.3125,2646,22.3125,3889,0.013346339575946331,0.001
0.5602211055276383,20,0,442,22.1,2478,22.1,3910,0.016039293259382248,0.001
0.47664321608040205,24,0,526,21.916666666666668,2387,21.916666666666668,3931,0.001102460315451026,0.001
0.40699497487437186,28,0,596,21.285714285714285,2417,21.285714285714285,3948,0.01449429802596569,0.001
0.3572462311557789,32,0,646,20.1875,2318,20.1875,3961,0.011001911014318466,0.001
0.30749748743718597,36,0,696,19.333333333333332,2356,19.333333333333332,3973,0.011084318161010742,0.001
0.2487939698492463,40,0,755,18.875,2313,18.875,3988,0.007524525746703148,0.001
0.2010351758793969,44,0,803,18.25,2241,18.25,4000,0.00969329010695219,0.001
0.11845226130653264,48,0,886,18.458333333333332,2182,18.458333333333332,4021,0.008307242766022682,0.001
0.07964824120603009,52,0,925,17.78846153846154,2186,17.78846153846154,4031,0.005037426948547363,0.001
0.9074673366834172,4,0,93,23.25,418834765345456128,23.25,4050,0.010360890999436378,0.001
0.7821005025125628,8,0,219,27.375,3920,27.375,4079,0.008988920599222183,0.001
0.6915577889447235,12,0,310,25.833333333333332,3003,25.833333333333332,4102,0.004150482825934887,0.001
0.6209145728643215,16,0,381,23.8125,2828,23.8125,4120,0.011071572080254555,0.001
0.5651959798994974,20,0,437,21.85,2619,21.85,4134,0.004676257725805044,0.001
0.5064924623115579,24,0,496,20.666666666666668,2690,20.666666666666668,4148,0.009310292080044746,0.001
0.41196984924623115,28,0,591,21.107142857142858,2549,21.107142857142858,4172,0.005831824615597725,0.001
0.3104824120603016,32,0,693,21.65625,2492,21.65625,4198,0.011569034308195114,0.001
0.2547638190954774,36,0,749,20.805555555555557,2418,20.805555555555557,4212,0.008148918859660625,0.001
0.17218090452261314,40,0,832,20.8,2320,20.8,4232,0.006098893471062183,0.001
0.11646231155778897,44,0,888,20.181818181818183,2283,20.181818181818183,4246,0.007231709081679583,0.001
0.042834170854271325,48,0,962,20.041666666666668,2286,20.041666666666668,4265,0.0060999453999102116,0.001
0.922391959798995,4,0,78,19.5,351280770934898688,19.5,4275,0.010377475991845131,0.001
0.8209045226130653,8,0,180,22.5,4371,22.5,4294,0.004248093813657761,0.001
0.7144422110552764,12,0,287,23.916666666666668,3198,23.916666666666668,4321,0.003043210366740823,0.001
0.6597185929648239,16,0,342,21.375,2979,21.375,4335,0.008843336254358292,0.001
0.5741507537688443,20,0,428,21.4,2783,21.4,4356,0.012796911410987377,0.001
0.4945527638190954,24,0,508,21.166666666666668,2646,21.166666666666668,4376,0.00831571128219366,0.001
0.41196984924623115,28,0,591,21.107142857142858,2491,21.107142857142858,4397,0.01874888502061367,0.001
0.36321608040201003,32,0,640,20.0,2452,20.0,4409,0.007292805705219507,0.001
0.3164522613065327,36,0,687,19.083333333333332,2393,19.083333333333332,4421,0.01173984631896019,0.001
0.257748743718593,40,0,746,18.65,2348,18.65,4436,0.007959566079080105,0.001
0.18611055276381916,44,0,818,18.59090909090909,2333,18.59090909090909,4454,0.009066654369235039,0.001
0.1443216080402011,48,0,860,17.916666666666668,2336,17.916666666666668,4464,0.00633216230198741,0.001
0.059748743718592956,52,0,945,18.173076923076923,2199,18.173076923076923,4486,0.0047868480905890465,0.001
0.02094472361809041,56,0,984,17.571428571428573,2207,17.571428571428573,4495,0.012731773778796196,0.001
0.8845829145728643,4,0,116,29.0,8601,29.0,4503,0.09255069494247437,0.001
0.7661809045226131,8,0,235,29.375,3266,29.375,4533,0.030056310817599297,0.001
0.7174271356783919,12,0,284,23.666666666666668,3315,23.666666666666668,4545,0.005514445714652538,0.001
0.6358391959798995,16,0,366,22.875,2744,22.875,4566,0.011677107773721218,0.001
0.4477889447236181,20,0,555,27.75,2611,27.75,4613,0.007598356809467077,0.001
0.1682010050251257,24,0,836,34.833333333333336,2357,34.833333333333336,4683,0.00547983031719923,0.001
0.9313467336683418,4,0,69,17.25,310748374288564224,17.25,4725,0.010584977455437183,0.001
0.8069748743718593,8,0,194,24.25,3508,24.25,4748,0.02842150256037712,0.001
0.7472763819095477,12,0,254,21.166666666666668,3103,21.166666666666668,4763,0.013883080333471298,0.001
0.5801206030150754,16,0,422,26.375,2670,26.375,4805,0.03306455910205841,0.001
