rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/fps,train/learning_rate,train/loss,train/n_updates
0.25,7.125,32,1,228,0.7731457286432161,153,0.00025,0.00704283406957984,931
0.2777777777777778,7.333333333333333,36,1,264,0.737326633165829,143,0.00025,0.006182131823152304,940
0.35,8.125,40,2,325,0.6766331658291458,133,0.00025,0.0017059817910194397,956
0.3181818181818182,7.795454545454546,44,2,343,0.6587236180904523,131,0.00025,0.0005124941817484796,960
0.2916666666666667,7.5625,48,2,363,0.6388241206030152,129,0.00025,0.01196058839559555,965
0.2692307692307692,7.365384615384615,52,3,383,0.6189246231155778,127,0.00025,0.009435544721782207,970
0.32142857142857145,7.892857142857143,56,3,442,0.5602211055276383,123,0.00025,0.008976220153272152,985
0.31666666666666665,7.866666666666666,60,3,472,0.5303718592964825,122,0.00025,0.0008292977581731975,992
0.421875,8.828125,64,4,565,0.4378391959798996,118,0.00025,0.00788998045027256,1016
0.4117647058823529,8.705882352941176,68,5,592,0.4109748743718593,117,0.00025,0.0003206523251719773,1022
0.3888888888888889,8.472222222222221,72,5,610,0.39306532663316585,116,0.00025,0.0009943294571712613,1027
0.3684210526315789,8.289473684210526,76,5,630,0.3731658291457286,115,0.00025,0.000708776293322444,1032
0.3875,8.3875,80,5,671,0.3323718592964824,114,0.00025,0.012579900212585926,1042
0.38095238095238093,8.345238095238095,84,6,701,0.3025226130653267,113,0.00025,0.00037373474333435297,1050
0.36363636363636365,8.193181818181818,88,6,721,0.28262311557788955,112,0.00025,0.008691809140145779,1055
0.34782608695652173,8.054347826086957,92,6,741,0.2627236180904523,111,0.00025,0.0011454375926405191,1060
0.3541666666666667,8.114583333333334,96,6,779,0.2249145728643216,111,0.00025,0.01445669773966074,1069
0.35,8.06,100,7,806,0.19805025125628128,110,0.00025,0.01612124778330326,1076
0.38,8.28,104,7,848,0.15626130653266335,110,0.00025,0.0005603862227872014,1086
0.37,8.19,108,7,875,0.12939698492462315,109,0.00025,0.00046240712981671095,1093
0.38,8.3,112,8,911,0.09357788944723622,109,0.00025,0.0009480552398599684,1102
0.37,8.21,116,8,931,0.07367839195979897,108,0.00025,0.004133470822125673,1107
0.35,8.0,120,8,951,0.05377889447236184,108,0.00025,0.0038738553412258625,1112
0.34,7.88,124,9,969,0.03586934673366837,107,0.00025,0.009448187425732613,1117
0.33,7.77,128,9,987,0.017959798994974907,107,0.00025,0.0015274736797437072,1121
0.75,11.25,4,0,45,0.9552261306532663,464,0.00025,0.00895886030048132,1125
0.375,7.875,8,0,63,0.9373165829145729,430,,,
0.3333333333333333,7.833333333333333,12,0,94,0.9064723618090452,446,,,
0.25,7.125,16,0,114,0.8865728643216081,319,0.00025,0.008625702932476997,1128
0.2,6.7,20,0,134,0.8666733668341708,239,0.00025,0.000991722452454269,1133
0.20833333333333334,6.708333333333333,24,0,161,0.8398090452261306,192,0.00025,0.0006440691649913788,1140
0.17857142857142858,6.464285714285714,28,1,181,0.8199095477386934,174,0.00025,0.0008266185177490115,1145
0.25,7.0625,32,1,226,0.7751356783919598,154,0.00025,0.0022263876162469387,1156
0.2777777777777778,7.361111111111111,36,1,265,0.7363316582914572,143,0.00025,0.007478670682758093,1166
0.275,7.35,40,2,294,0.7074773869346733,138,0.00025,0.0011170355137437582,1173
0.29545454545454547,7.5,44,2,330,0.6716582914572864,132,0.00025,0.0024393254425376654,1182
0.2708333333333333,7.291666666666667,48,2,350,0.6517587939698493,129,0.00025,0.0006438668351620436,1187
0.3076923076923077,7.730769230769231,52,3,402,0.6000201005025125,125,0.00025,0.007077638991177082,1200
0.2857142857142857,7.5,56,3,420,0.5821105527638191,124,0.00025,0.0006855466635897756,1204
0.31666666666666665,7.833333333333333,60,3,470,0.5323618090452261,121,0.00025,0.0006300295353867114,1217
0.3125,7.796875,64,4,499,0.5035075376884421,120,0.00025,0.0004929338465444744,1224
0.35294117647058826,8.176470588235293,68,4,556,0.44679396984924624,118,0.00025,0.0004973676986992359,1238
0.3333333333333333,8.0,72,4,576,0.4268944723618091,118,0.00025,0.012966134585440159,1243
0.3157894736842105,7.842105263157895,76,5,596,0.40699497487437186,117,0.00025,0.0003910221275873482,1248
0.3375,8.0375,80,5,643,0.36023115577889453,116,0.00025,0.0012164852814748883,1260
0.35714285714285715,8.202380952380953,84,5,689,0.3144623115577889,115,0.00025,0.00040309721953235567,1272
0.3522727272727273,8.170454545454545,88,6,719,0.2846130653266332,114,0.00025,0.0009746103314682841,1279
0.40217391304347827,8.728260869565217,92,7,803,0.2010351758793969,113,0.00025,0.009715622290968895,1300
0.3958333333333333,8.645833333333334,96,7,830,0.1741708542713568,112,0.00025,0.0009050776716321707,1307
0.4,8.66,100,7,866,0.13835175879396988,112,0.00025,0.0006274617626331747,1316
0.37,8.41,104,7,886,0.11845226130653264,111,0.00025,0.0031674231868237257,1321
0.37,8.43,108,8,906,0.09855276381909539,110,0.00025,0.0007271106587722898,1326
0.38,8.48,112,8,942,0.06273366834170857,110,0.00025,0.016796866431832314,1335
0.39,8.53,116,8,967,0.03785929648241204,110,0.00025,0.0002523893490433693,1341
0.39,8.53,120,8,987,0.017959798994974907,109,0.00025,0.00047647368046455085,1346
0.25,7.75,4,0,31,0.9691557788944724,413,0.00025,0.010176010429859161,1350
0.125,6.125,8,0,49,0.9512462311557789,423,,,
0.4166666666666667,9.166666666666666,12,0,110,0.8905527638190955,358,0.00025,0.0007590154418721795,1352
0.375,8.875,16,0,142,0.858713567839196,225,0.00025,0.0002702282799873501,1360
0.3,8.1,20,0,162,0.8388140703517588,191,0.00025,0.004317485727369785,1365
0.3333333333333333,8.291666666666666,24,1,199,0.8019999999999999,166,0.00025,0.0003661982773337513,1374
0.35714285714285715,8.464285714285714,28,1,237,0.7641909547738693,150,0.00025,0.00024662373471073806,1384
0.3125,8.03125,32,1,257,0.7442914572864321,144,0.00025,0.0012927071657031775,1389
0.2777777777777778,7.694444444444445,36,1,277,0.724391959798995,139,0.00025,0.0009798286482691765,1394
0.275,7.7,40,2,308,0.6935477386934673,135,0.00025,0.009601472876966,1401
0.25,7.454545454545454,44,2,328,0.6736482412060301,132,0.00025,0.0010195343056693673,1406
0.2916666666666667,7.833333333333333,48,2,376,0.6258894472361809,128,0.00025,0.006634262856096029,1418
0.28846153846153844,7.826923076923077,52,3,407,0.5950452261306532,125,0.00025,0.00030806363793089986,1426
0.2857142857142857,7.75,56,3,434,0.5681809045226132,123,0.00025,0.0019933448638767004,1433
0.3,7.833333333333333,60,3,470,0.5323618090452261,121,0.00025,0.008166237734258175,1442
0.3125,8.03125,64,4,514,0.4885829145728643,119,0.00025,0.0005431232275441289,1453
0.3088235294117647,7.985294117647059,68,4,543,0.4597286432160804,118,0.00025,0.008028442040085793,1460
0.3194444444444444,8.083333333333334,72,4,582,0.420924623115578,116,0.00025,0.0006556042935699224,1470
0.3157894736842105,8.013157894736842,76,5,609,0.3940603015075378,115,0.00025,0.01599220372736454,1477
0.3125,7.925,80,5,634,0.36918592964824126,114,0.00025,0.001054032240062952,1483
0.32142857142857145,7.976190476190476,84,5,670,0.3333668341708542,114,0.00025,0.0006012210506014526,1492
0.3068181818181818,7.840909090909091,88,6,690,0.3134673366834172,113,0.00025,0.0010529336286708713,1497
0.34782608695652173,8.184782608695652,92,6,753,0.25078391959798996,112,0.00025,0.0003009947540704161,1513
0.34375,8.15625,96,6,783,0.22093467336683414,112,0.00025,0.008076580241322517,1520
0.33,8.03,100,7,803,0.2010351758793969,111,0.00025,0.0009445291943848133,1525
0.34,8.06,104,7,837,0.16720603015075375,110,0.00025,0.008065869100391865,1534
0.36,8.32,108,7,881,0.12342713567839192,110,0.00025,0.002132702386006713,1545
0.34,8.07,112,8,917,0.08760804020100499,109,0.00025,0.0003881828743033111,1554
0.33,7.95,116,8,937,0.06770854271356774,109,0.00025,0.005278011783957481,1559
0.34,8.06,120,8,968,0.03686432160804021,108,0.00025,0.000274610792985186,1566
0.33,7.94,124,9,993,0.011989949748743678,108,0.00025,0.008464010432362556,1573
0.0,4.0,4,0,16,0.9840804020100502,270,0.00025,0.005771652329713106,1575
0.0,4.5,8,0,36,0.9641809045226131,342,,,
0.08333333333333333,5.416666666666667,12,0,65,0.9353266331658292,397,,,
0.1875,6.3125,16,0,101,0.8995075376884423,425,,,
0.2,6.45,20,0,129,0.8716482412060301,251,0.00025,0.0028576981276273727,1582
0.20833333333333334,6.5,24,0,156,0.8447839195979899,207,0.00025,0.0006656359182670712,1588
0.2857142857142857,7.214285714285714,28,1,202,0.7990150753768844,166,0.00025,0.00031555694295093417,1600
0.3125,7.65625,32,1,245,0.7562311557788945,151,0.00025,0.000787514029070735,1611
0.2777777777777778,7.305555555555555,36,1,263,0.7383216080402011,146,0.00025,0.002023195382207632,1615
0.35,7.925,40,2,317,0.6845929648241207,137,0.00025,0.00031166404369287193,1629
0.3181818181818182,7.659090909090909,44,2,337,0.6646934673366834,133,0.00025,0.004424586892127991,1634
0.3125,7.625,48,2,366,0.6358391959798995,130,0.00025,0.00046617750194855034,1641
0.3269230769230769,7.769230769230769,52,3,404,0.5980301507537689,127,0.00025,0.011021452024579048,1650
0.375,8.142857142857142,56,3,456,0.5462914572864321,124,0.00025,0.001677128137089312,1663
0.35,7.933333333333334,60,3,476,0.526391959798995,122,0.00025,0.0005621861200779676,1668
0.359375,8.0,64,4,512,0.49057286432160807,120,0.00025,0.005095995496958494,1677
0.36764705882352944,8.132352941176471,68,4,553,0.44977889447236175,118,0.00025,0.00046466654748655856,1688
0.3888888888888889,8.305555555555555,72,5,598,0.4050050251256282,117,0.00025,0.0011186432093381882,1699
0.3684210526315789,8.131578947368421,76,5,618,0.38510552763819095,116,0.00025,0.0005036667571403086,1704
0.3625,8.0625,80,5,645,0.35824120603015064,115,0.00025,0.0005351848667487502,1711
0.34523809523809523,7.916666666666667,84,5,665,0.3383417085427136,114,0.00025,0.006220903247594833,1716
0.32954545454545453,7.784090909090909,88,6,685,0.31844221105527637,113,0.00025,0.0006916460115462542,1721
0.3804347826086957,8.206521739130435,92,6,755,0.2487939698492463,112,0.00025,0.00030891422647982836,1738
0.3958333333333333,8.385416666666666,96,7,805,0.19904522613065323,111,0.00025,0.0008363323286175728,1751
0.39,8.34,100,7,834,0.17019095477386936,111,0.00025,0.014898755587637424,1758
0.39,8.36,104,7,852,0.1522814070351759,111,0.00025,0.005743344780057669,1762
0.4,8.47,108,7,883,0.12143718592964825,110,0.00025,0.0003412792575545609,1770
0.39,8.38,112,8,903,0.101537688442211,109,0.00025,0.000624022213742137,1775
0.39,8.38,116,8,939,0.06571859296482419,109,0.00025,0.002524676965549588,1784
0.38,8.3,120,8,959,0.04581909547738694,108,0.00025,0.007231659255921841,1789
0.38,8.34,124,9,990,0.014974874371859292,108,0.00025,0.0006185016827657819,1797
0.0,5.0,4,0,20,0.9801005025125628,378,0.00025,0.0004914781893603504,1800
0.25,7.375,8,0,59,0.9412964824120603,453,,,
0.4166666666666667,9.0,12,0,108,0.8925427135678392,397,0.00025,0.00027291319565847516,1801
0.4375,8.75,16,0,140,0.8607035175879397,235,0.00025,0.0011102596763521433,1809
0.45,8.8,20,0,176,0.8248844221105529,186,0.00025,0.0025171132292598486,1818
0.375,8.083333333333334,24,1,194,0.8069748743718593,168,0.00025,0.0003151976561639458,1823
0.32142857142857145,7.571428571428571,28,1,212,0.7890653266331659,159,0.00025,0.0004958165809512138,1827
0.34375,7.84375,32,1,251,0.7502613065326633,145,0.00025,0.0004311894590500742,1837
0.3333333333333333,7.611111111111111,36,1,274,0.7273768844221106,139,0.00025,0.00047755881678313017,1843
0.325,7.575,40,2,303,0.6985226130653266,135,0.00025,0.00039708439726382494,1850
0.3181818181818182,7.5227272727272725,44,2,331,0.6706633165829146,130,0.00025,0.0024265977554023266,1857
0.3958333333333333,8.208333333333334,48,3,394,0.6079798994974874,125,0.00025,0.0007006584783084691,1873
0.38461538461538464,8.096153846153847,52,3,421,0.5811155778894472,122,0.00025,0.00037197169149294496,1880
0.375,8.035714285714286,56,3,450,0.5522613065326634,120,0.00025,0.0004852585552725941,1887
0.36666666666666664,7.95,60,4,477,0.5253969849246232,119,0.00025,0.012692425400018692,1894
0.34375,7.703125,64,4,493,0.5094773869346734,118,0.00025,0.0010640519903972745,1898
0.3235294117647059,7.514705882352941,68,4,511,0.4915678391959799,117,0.00025,0.0004951240844093263,1902
0.3194444444444444,7.5,72,4,540,0.4627135678391959,116,0.00025,0.0006799587281420827,1909
0.32894736842105265,7.605263157894737,76,5,578,0.4249045226130653,114,0.00025,0.005956551991403103,1919
0.325,7.5875,80,5,607,0.39605025125628146,113,0.00025,0.0005937119130976498,1926
0.3333333333333333,7.738095238095238,84,5,650,0.35326633165829147,112,0.00025,0.0002391057787463069,1937
0.32954545454545453,7.715909090909091,88,6,679,0.3244120603015075,111,0.00025,0.007947818376123905,1944
0.32608695652173914,7.728260869565218,92,6,711,0.2925728643216081,111,0.00025,0.00046462545287795365,1952
0.3125,7.59375,96,6,729,0.27466331658291465,110,0.00025,0.0025605373084545135,1957
0.3,7.49,100,6,749,0.2547638190954774,109,0.00025,0.00032655149698257446,1962
0.31,7.6,104,7,780,0.22391959798994976,109,0.00025,0.0007335004629567266,1969
0.32,7.64,108,7,823,0.18113567839195976,108,0.00025,0.0006306897848844528,1980
0.29,7.35,112,7,843,0.16123618090452274,108,0.00025,0.00032279264996759593,1985
0.31,7.51,116,8,891,0.11347738693467335,108,0.00025,0.0005719881737604737,1997
0.3,7.42,120,8,918,0.08661306532663304,107,0.00025,0.012847507372498512,2004
0.31,7.51,124,8,945,0.059748743718592956,107,0.00025,0.0042747738771140575,2011
0.34,7.78,128,9,990,0.014974874371859292,106,0.00025,0.00033291021827608347,2022
0.0,5.0,4,0,20,0.9801005025125628,351,0.00025,0.0008727574604563415,2025
0.25,7.375,8,0,59,0.9412964824120603,461,,,
0.25,7.416666666666667,12,0,89,0.9114472361809045,457,,,
0.25,7.25,16,0,116,0.8845829145728643,317,0.00025,0.0003189337730873376,2028
0.2,6.8,20,0,136,0.8646834170854272,226,0.00025,0.009331359528005123,2033
0.16666666666666666,6.5,24,0,156,0.8447839195979899,192,0.00025,0.0008889336022548378,2038
0.25,7.321428571428571,28,1,205,0.7960301507537688,158,0.00025,0.0004626331210602075,2051
0.25,7.1875,32,1,230,0.7711557788944724,149,0.00025,0.0007920422940514982,2057
0.2222222222222222,6.944444444444445,36,1,250,0.7512562814070352,142,0.00025,0.0013016280718147755,2062
0.275,7.475,40,2,299,0.7025025125628142,134,0.00025,0.0003354407090228051,2074
0.25,7.25,44,2,319,0.682603015075377,130,0.00025,0.00039114008541218936,2079
0.22916666666666666,7.020833333333333,48,2,337,0.6646934673366834,126,0.00025,0.004887099843472242,2084
0.23076923076923078,6.961538461538462,52,2,362,0.639819095477387,124,0.00025,0.0002764400269370526,2090
0.23214285714285715,7.017857142857143,56,3,393,0.6089748743718593,121,0.00025,0.001509235706180334,2098
0.21666666666666667,6.883333333333334,60,3,413,0.5890753768844221,119,0.00025,0.0007838373421691358,2103
0.203125,6.765625,64,3,433,0.5691758793969849,118,0.00025,0.00394879886880517,2108
0.23529411764705882,7.044117647058823,68,4,479,0.5234070351758795,116,0.00025,0.006798254791647196,2119
0.2777777777777778,7.569444444444445,72,4,545,0.45773869346733664,114,0.00025,0.0008145811734721065,2136
0.27631578947368424,7.565789473684211,76,5,575,0.42788944723618094,113,0.00025,0.0003238322678953409,2143
0.3375,8.125,80,5,650,0.35326633165829147,111,0.00025,0.0006460508448071778,2162
0.3333333333333333,8.05952380952381,84,6,677,0.32640201005025127,110,0.00025,0.005059885326772928,2169
0.3409090909090909,8.136363636363637,88,6,716,0.28759798994974883,110,0.00025,0.0005353404558263719,2178
0.32608695652173914,8.0,92,6,736,0.2676984924623116,109,0.00025,0.0003743009583558887,2183
0.34375,8.229166666666666,96,7,790,0.21396984924623108,108,0.00025,0.0011752269929274917,2197
0.37,8.48,100,7,848,0.15626130653266335,107,0.00025,0.00041552301263436675,2211
0.38,8.55,104,8,875,0.12939698492462315,106,0.00025,0.010122464969754219,2218
0.38,8.59,108,8,918,0.08661306532663304,106,0.00025,0.0020663163159042597,2229
0.4,8.75,112,9,964,0.040844221105527656,105,0.00025,0.0006828668992966413,2240
0.39,8.65,116,9,981,0.023929648241206025,104,0.00025,0.00671901972964406,2245
0.25,7.75,4,0,31,0.9691557788944724,474,0.00025,0.03197336196899414,2250
0.25,7.625,8,0,61,0.9393065326633167,473,,,
0.3333333333333333,8.083333333333334,12,0,97,0.9034874371859296,480,,,
0.25,7.1875,16,0,115,0.8855778894472361,323,0.00025,0.020481109619140625,2253
0.25,7.25,20,0,145,0.8557286432160804,214,0.00025,0.04013512656092644,2261
0.20833333333333334,6.708333333333333,24,0,161,0.8398090452261306,187,0.00025,0.015070288442075253,2265
0.17857142857142858,6.392857142857143,28,1,179,0.8218994974874372,171,0.00025,0.04540615901350975,2269
0.15625,6.15625,32,1,197,0.8039899497487437,157,0.00025,0.022838037461042404,2274
